PH,DO,TEMP,SALT,암모니아,아질산
7.6153,9.0585,27.81675,21.90645,0.094109,0.31223
8.27261,7.38881,27.83353,19.04649,0.144602,0.4314
6.58543,7.26619,27.83912,20.91933,0.084436,0.13196
7.67999,7.34478,27.81116,9.275,0.138127,0.32644
7.77015,7.48305,27.77761,9.275,0.24129,1.05
8.0404,7.29924,27.77761,9.268,0.088518,1.05
8.19392,7.27241,27.82235,20.90628,0.24129,1.05
7.46771,7.37182,27.82514,9.277,0.198288,1.05
7.87171,7.48852,27.83353,19.87844,0.09539,0.25291
7.32102,7.31865,27.81535,9.307,0.080661,0.72442
6.58243,9.3068,27.83213,20.75479,0.142362,0.67477
7.52569,7.20963,27.82095,20.74436,0.24129,0.03056
7.73169,7.30871,27.81535,9.274,0.110853,1.05
8.15025,9.28285,27.82514,21.16883,0.050231,0.43265
7.92053,7.36878,27.84052,9.267,0.094905,0.43762
7.47802,7.26421,27.93838,9.27,0.179578,0.81312
8.11603,7.21173,27.91043,20.20718,0.24129,0.94728
7.86956,7.21553,27.93,20.24648,0.002124,0.54927
6.59048,7.24333,27.93489,20.65696,0.094005,0.8672
8.0926,9.35658,27.91182,21.51565,0.015428,1.05
8.04133,7.48561,27.92161,9.272,0.095776,1.05
7.92232,7.46453,27.9258,19.67311,0.103242,0.00213
7.41183,7.48946,27.94118,19.49083,0.24129,0.43546
6.57671,10.23594,27.93839,20.78486,0.24129,0.44021
7.84099,7.20447,27.91043,9.25,0.084793,0.71626
7.80802,7.27089,27.90903,19.9288,0.095321,0.44236
8.24676,7.44808,27.90973,9.225,0.012409,0.43772
7.48817,7.3002,27.90483,9.225,0.24129,0.28093
8.29112,7.36635,27.91392,19.42485,0.24129,1.05
6.56693,7.46276,27.91602,20.5369,0.095781,0.10946
7.9154,9.3767,27.90483,21.57626,0.24129,0.18375
7.49188,7.43734,27.91098,9.229,0.044245,0.43419
7.32342,7.34247,27.92371,21.326,0.24129,0.46085
7.43649,9.35995,27.93,20.54435,0.064522,0.60452
8.24902,7.46703,27.90973,9.228,0.24129,0.09835
8.17452,7.45781,27.9251,21.40349,0.16966,1.05
6.55466,9.11773,27.84262,21.23081,0.095118,1.05
8.29742,7.40921,27.71749,21.91166,0.24129,1.05
7.77428,7.42406,27.7098,9.073,0.094167,0.41032
7.6592,7.41577,27.7063,19.15256,0.24129,0.75315
7.99006,7.29783,27.7091,9.058,0.059822,0.26967
6.5659,7.20915,27.71749,19.03034,0.163993,0.39762
8.25038,9.28969,27.69791,9.057,0.095375,0.90065
6.32863,7.36009,27.89085,19.84539,0.175222,0.59029
7.76644,7.31222,28.14181,8.538,0.202864,1.05
7.24402,7.45157,28.42073,19.69781,0.12089,0.44426
6.32414,7.34763,28.62975,21.51149,0.24129,0.44085
6.31979,7.27473,28.7311,19.75025,0.24129,0.12725
7.21051,7.40106,28.63744,20.1253,0.095178,0.24464
7.22712,7.29528,28.45708,20.86581,0.195606,0.44148
7.49408,7.45515,28.20822,21.1264,0.009109,1.05
7.66921,5.63297,28.01948,20.88031,0.156473,0.43881
6.32835,7.38604,27.88246,8.59,0.24129,1.05
6.32644,7.2099,27.69582,8.541,0.095666,0.72928
7.21502,7.35415,27.36726,8.46,0.166467,0.4394
8.13272,5.57844,27.02962,21.68693,0.20189,0.40962
6.3528,7.48772,29.96507,21.01685,0.132014,1.05
6.3507,7.44178,30.9221,8.016,0.24129,0.43273
7.87771,7.35296,25.67975,21.96009,0.095523,0.43072
6.3534,5.5271,29.4125,19.21311,0.060607,0.35262
8.02852,7.21468,30.38054,20.98405,0.24129,0.30653
8.19602,7.21181,24.65425,19.49103,0.006301,0.06512
6.34929,7.32478,29.85325,20.76024,0.107505,0.92237
6.34547,7.47638,27.45935,20.82505,0.211278,1.05
8.23936,7.44229,29.37984,21.13268,0.086346,0.93342
6.34725,5.83607,28.34479,7.049,0.095673,1.05
7.8482,7.22581,23.62105,8.652,0.24129,1.05
7.21779,7.25673,23.37498,11.085,0.095462,0.23626
8.04328,5.81707,31.04592,19.97412,0.112381,0.00184
8.14189,7.39633,22.85769,9.386,0.24129,1.05
7.41824,7.38459,28.3407,19.05301,0.005035,0.27697
7.4401,7.47896,22.58646,8.867,0.094403,1.05
6.46889,7.394,22.51515,19.3158,0.192473,0.85085
6.48033,7.42136,27.82647,8.545,0.094635,0.44743
6.48458,6.27398,29.63616,20.95745,0.0945,0.30186
7.3235,6.32734,30.60004,8.514,0.094518,0.07286
8.09346,7.38091,22.46762,21.42322,0.24129,0.55106
7.65562,7.45336,28.55,20.36688,0.145946,0.43872
7.71838,7.40801,30.86151,19.33022,0.107016,0.55012
6.53583,6.47188,28.03093,8.605,0.24129,0.76422
6.78131,9.87703,30.06737,3.516,0.172925,0.43938
8.20048,7.38457,28.53069,0.965,0.181824,0.22069
6.92489,7.25446,30.9585,20.06479,0.079515,1.05
8.08424,9.36715,28.35719,26.49,0.094362,0.43869
7.47907,7.28645,22.47251,20.32555,0.190131,1.05
9.68647,7.49291,22.56269,21.24432,0.095499,1.05
7.26427,7.31963,22.68991,65.739,0.094105,0.88946
7.4657,7.32246,22.83602,19.27681,0.043803,0.32163
7.46079,7.2766,29.15187,66.018,0.157652,1.05
7.61959,10.27334,28.27161,21.28992,0.095815,0.43292
7.80744,10.2557,29.41132,21.35417,0.094861,0.08388
8.21243,7.40574,28.92937,19.0651,0.037761,1.05
7.37593,7.30776,30.5958,20.11518,0.12911,0.29365
7.33606,7.44825,28.38911,66.294,0.077021,0.44055
7.30277,10.22487,28.13482,20.29017,0.184908,0.52389
7.26769,7.35208,27.97805,66.637,0.118367,0.46176
7.24286,7.25296,24.52632,20.71488,0.24129,0.42433
7.2169,7.40803,27.23028,20.40712,0.06583,1.05
7.37395,10.0468,31.17152,66.789,0.212978,0.04487
8.11019,7.22632,31.64808,21.64671,0.24129,0.42992
7.52708,9.94252,25.16525,66.981,0.034676,0.43777
7.95444,7.43935,28.05878,19.8089,0.24129,0.72383
7.21956,7.2989,28.63169,67.149,0.126481,0.58613
7.13733,7.42939,25.02055,19.1393,0.130811,0.56242
7.56339,7.2705,30.22235,21.03093,0.012935,0.91217
8.18245,9.61858,31.80084,67.258,0.176077,0.80559
7.81642,7.42623,27.636,21.56747,0.06563,0.27993
7.71055,9.60436,28.62627,66.89,0.013545,0.44043
7.11018,7.31914,31.97429,66.621,0.032537,0.43567
8.25583,7.32881,31.68677,19.78374,0.24129,0.43533
7.31448,9.67591,29.86921,21.9984,0.094274,0.78808
7.08684,7.24578,24.43335,21.68202,0.24129,0.72784
7.08587,7.25941,31.01759,19.83841,0.083283,0.43101
7.35497,7.49,31.12565,19.39542,0.24129,1.05
7.8615,9.73602,24.34876,19.30586,0.099794,0.20064
8.16726,7.33587,28.61108,20.35706,0.24129,0.42217
7.31987,7.20242,31.97491,21.2937,0.015506,0.78474
7.46436,7.21854,29.69866,21.18591,0.094374,0.92639
7.35265,9.76003,27.71907,66.601,0.24129,0.85725
7.29787,7.31796,29.5429,21.43945,0.24129,0.43472
7.94639,7.2179,27.58825,20.10355,0.095086,0.25712
8.13735,7.26169,30.5301,19.91451,0.24129,0.01839
7.82855,7.28571,30.60697,66.639,0.24129,0.30364
7.0286,7.48696,28.50427,21.15361,0.094457,0.40634
7.99471,7.36282,27.22702,66.647,0.069546,0.81208
7.55802,7.34848,24.1719,21.70094,0.095703,0.84729
7.97326,9.78403,30.79338,66.572,0.116749,0.65892
8.14772,9.77738,30.86545,66.594,0.039379,0.04929
7.00977,7.39178,28.13705,66.54,0.24129,0.43873
7.00931,7.39863,30.66743,20.6916,0.111063,0.67634
7.46604,7.39259,29.72253,66.605,0.068782,0.51587
7.66162,7.27008,30.91194,19.16605,0.050153,0.06237
7.50139,9.76713,27.10336,66.572,0.03225,0.43401
7.01109,7.26467,27.11013,20.4987,0.24129,1.05
8.13658,7.37967,27.73992,66.096,0.133848,0.44606
8.25592,7.39811,29.49118,61.027,0.182072,0.16793
8.18207,7.95333,31.85767,19.87801,0.001646,0.43931
6.64009,7.45567,30.77311,61.239,0.070205,0.03676
7.80407,7.27968,30.681,21.35701,0.094366,0.42934
7.88262,7.31597,25.00028,61.788,0.095292,0.44829
7.97944,6.15046,29.29011,19.41791,0.24129,0.55235
6.58351,7.38185,31.83878,20.84718,0.007186,0.89355
7.72447,5.99902,31.23636,62.026,0.024109,0.04251
6.59509,5.92692,23.79581,21.11728,0.094887,0.44268
7.61347,7.28178,31.09013,61.921,0.001596,0.01495
7.42159,7.49232,23.59099,19.46189,0.197376,0.22064
7.57353,7.44875,28.89238,64.907,0.120181,0.41921
7.90722,7.32917,27.23821,21.24747,0.014341,0.22669
7.01367,7.31495,23.79162,19.61993,0.095057,0.82052
7.00748,7.42822,27.41309,19.82629,0.09446,1.05
8.11954,7.49833,30.843,63.452,0.180603,0.44661
8.13641,7.21786,29.658,20.84635,0.24129,0.6911
7.54616,7.39006,29.5783,21.55301,0.095243,1.05
6.98405,7.29437,24.13415,21.66113,0.040701,1.05
6.98129,10.36615,31.8621,62.421,0.24129,0.43164
8.27133,10.47855,30.07489,21.51666,0.172317,1.05
8.1362,10.53174,27.88944,62.217,0.0956,0.43305
7.28176,7.38127,30.3771,62.018,0.037714,1.05
8.17745,7.46682,24.5445,61.985,0.132822,0.44422
8.20167,7.28051,28.95521,61.7,0.052465,0.07276
7.89998,7.26246,29.1569,21.67889,0.100653,0.25967
7.54592,10.39942,30.22645,61.387,0.094243,0.49906
6.97893,10.33777,24.77448,20.35019,0.016614,0.32003
7.37679,7.32631,27.44906,21.76188,0.09567,0.12592
6.97269,10.46697,24.88074,20.32829,0.093984,1.05
7.69429,7.24452,30.74773,20.32451,0.098231,0.3116
7.63521,7.24423,24.89472,60.402,0.24129,0.42982
7.72275,7.47588,30.65862,60.254,0.14194,0.79185
6.95573,7.30623,30.38694,19.93983,0.008526,0.40379
6.95879,7.37627,24.87515,21.63394,0.094247,0.43198
8.02981,7.35106,28.32926,19.33491,0.109932,0.31647
7.88961,7.44685,28.8763,21.16595,0.000454,0.26181
7.47379,10.6984,24.90171,20.62227,0.110977,0.58299
8.29641,7.36834,30.79791,59.383,0.093939,1.05
8.17522,7.32935,28.30357,59.4,0.0945,0.4444
7.407,7.32331,29.81662,19.29606,0.081855,0.09851
6.9852,7.2231,29.82492,59.072,0.158892,0.51389
6.98276,7.32695,24.99888,20.78241,0.186227,0.63916
8.05689,7.30008,27.08844,19.07458,0.24129,0.42971
7.86364,7.48471,27.52404,21.88867,0.24129,1.05
7.62024,7.24974,24.97861,21.86771,0.24129,0.667
7.94807,7.39251,28.33338,20.6629,0.24129,1.05
7.57895,7.32998,31.44444,20.48063,0.196726,1.05
7.6557,10.85188,31.70636,58.29,0.24129,0.7523
7.52005,7.22924,28.61264,58.085,0.03274,0.50432
7.9186,10.76243,27.60881,19.10395,0.112833,0.28543
8.29813,10.72514,30.38213,19.31838,0.133236,0.0803
7.43717,10.71355,29.00471,19.31884,0.003738,0.43169
7.76401,7.35758,28.45572,19.18955,0.136672,0.18606
7.53926,7.37087,30.01646,21.03992,0.094131,0.44405
6.96808,10.62035,27.21146,57.46,0.24129,0.81392
7.24657,7.22548,31.1302,57.412,0.095302,0.56896
7.67614,10.55949,27.49933,19.15241,0.24129,0.43628
6.97993,7.41922,24.98979,20.33332,0.24129,1.05
6.98084,7.2296,28.95929,56.875,0.24129,0.28134
7.83819,10.62916,27.25948,20.66548,0.102191,1.05
7.83055,10.69769,24.84579,21.46141,0.213161,0.7345
7.68264,10.68901,28.46258,56.519,0.101566,0.4849
7.58571,7.36925,29.66246,19.30526,0.052544,1.05
6.94037,10.76385,24.7633,56.415,0.094017,0.24512
6.92785,10.79045,24.76959,21.66624,0.07369,1.05
8.13447,7.40226,24.77448,20.79456,0.040947,0.15009
7.8393,7.27611,24.81643,20.85681,0.10212,0.00329
7.69268,7.47581,24.88773,19.79204,0.095425,1.05
6.93049,7.37693,24.92687,20.99327,0.094186,0.38769
7.31426,7.32209,29.7449,20.13602,0.24129,0.43511
8.1394,7.32825,30.77012,56.385,0.105128,0.44868
6.92696,10.57374,25.06809,19.81838,0.09397,0.36635
7.90834,7.21218,27.12571,19.72204,0.064587,1.05
6.93185,7.34574,25.2009,19.41191,0.051337,1.05
8.29863,7.29611,25.20929,21.70957,0.095467,0.79664
7.44334,10.48824,25.30716,56.146,0.05284,0.66096
6.93088,10.48558,27.65675,56.137,0.011998,0.23195
6.93028,7.28253,27.48781,56.138,0.094473,1.05
6.92417,7.44746,29.74661,20.68475,0.02837,0.19428
8.04046,7.45726,30.18021,19.87717,0.24129,0.44797
6.92731,7.44641,27.46048,19.98032,0.197793,0.43339
6.92936,10.4111,27.49437,20.4049,0.03421,0.43554
6.93594,10.3717,31.09354,19.62483,0.185288,0.86368
6.95689,7.37225,25.63431,55.944,0.01742,0.04368
6.94997,7.28869,30.68783,55.781,0.152808,0.44118
8.09212,7.3203,30.31504,20.83307,0.171303,0.80442
7.2828,7.23437,27.86055,21.16348,0.177797,0.71743
7.45517,7.30039,30.91291,20.34903,0.132619,0.10936
7.40829,7.40932,30.16453,19.87755,0.095052,0.88233
7.98744,7.25566,28.6842,20.8536,0.040902,0.096
6.93897,7.41024,25.72799,19.61024,0.24129,0.4385
6.92648,7.28738,28.20191,20.51606,0.24129,0.15311
8.2749,7.21752,29.01164,21.42638,0.095813,0.17223
7.92375,7.42102,31.9774,21.14096,0.039655,0.10878
6.90093,7.20213,25.82446,21.41682,0.201253,0.45888
7.43546,7.41168,30.7293,19.34039,0.24129,1.05
7.43214,7.30755,29.44187,19.55974,0.043632,0.80645
7.66959,7.34966,31.22925,21.77348,0.013078,0.30087
6.87952,7.2934,31.87082,55.515,0.094745,0.85837
7.55603,7.38743,31.79913,55.508,0.116657,0.75363
7.82668,7.45087,26.14462,20.38783,0.24129,0.91264
7.91974,7.48021,31.34276,21.80281,0.015032,0.94326
7.8288,7.35276,27.66902,21.79498,0.24129,0.17587
6.87702,10.30149,26.25647,21.32372,0.126214,0.73111
7.56834,7.22109,26.35993,19.46503,0.24129,0.42916
8.24674,10.2727,26.35853,20.04716,0.094085,0.06766
7.8461,7.2296,31.94138,19.23679,0.094872,0.55603
7.98947,7.40222,28.02491,21.43784,0.15571,0.94612
7.94587,7.23025,27.56472,21.96547,0.115059,0.30938
7.43786,10.23528,30.59827,21.50735,0.094433,0.099
7.25422,7.48962,29.96406,19.54262,0.095479,0.91719
8.21644,7.44061,26.34036,55.171,0.24129,1.05
6.90553,7.32705,30.48835,21.0367,0.074931,0.66141
7.95106,7.22246,30.1126,55.182,0.040522,0.10435
6.9025,10.19667,26.36552,55.164,0.095178,0.08832
6.90648,10.17862,26.35154,55.123,0.097823,1.05
7.78169,10.19786,26.36553,21.30184,0.004088,1.05
8.1244,10.18043,31.30993,55.149,0.141239,0.43815
7.37189,7.20913,29.13751,55.175,0.038193,1.05
6.9282,7.26666,27.89126,20.40581,0.095519,0.43674
6.93031,7.27828,26.2383,21.05078,0.100842,0.44835
7.90634,7.20789,26.25507,20.03579,0.218282,0.19505
7.22018,10.17938,27.65024,21.8933,0.094176,0.5449
8.07255,10.19738,28.77987,21.02693,0.04202,1.05
7.72181,7.42493,28.58461,20.33427,0.059275,1.05
7.80613,7.46966,29.49667,20.29282,0.084023,0.59731
6.93065,10.19079,29.75046,21.49902,0.094909,0.43942
7.64873,10.20775,28.22904,19.11134,0.24129,1.05
7.764,7.33415,27.50471,21.14541,0.191147,1.05
7.29714,10.19746,30.17212,94.414,0.24129,0.4331
6.92525,7.45228,26.03068,94.338,0.24129,0.17769
6.92506,7.20656,26.04116,20.33906,0.094547,0.75782
7.96806,10.16389,28.82399,94.663,0.094836,0.11199
6.92892,7.3987,25.93631,93.133,0.097111,1.05
7.71246,10.22145,31.89199,19.68818,0.040336,0.08602
6.9284,7.34013,31.97324,20.70104,0.085605,0.19582
8.13257,7.20506,27.85291,21.17857,0.094886,0.5602
7.40874,7.26973,27.15429,21.50781,0.034662,1.05
7.75976,10.24252,30.35821,91.491,0.130553,0.94265
8.14375,7.24625,25.82586,20.44819,0.24129,1.05
6.92517,7.25721,27.77161,91.636,0.160265,1.05
7.44986,7.22194,31.31981,91.431,0.24129,1.05
7.40542,7.31563,31.73698,91.784,0.160069,0.06344
7.64065,7.41005,25.93351,91.403,0.094887,0.55554
7.61452,7.46887,31.71158,21.61648,0.192801,0.28156
8.24236,7.41014,29.97875,88.58,0.17245,0.15999
7.97314,10.47961,30.17722,20.60639,0.128681,0.40436
8.05646,10.54639,30.6859,21.86507,0.164086,0.43571
6.85435,10.55758,26.13064,20.19733,0.094924,0.35808
7.60521,10.62375,29.18741,20.56523,0.146816,0.28065
6.8305,7.21369,28.97717,21.23379,0.0169,1.05
7.86613,7.20065,29.78907,20.43485,0.095045,1.05
6.79117,7.24707,28.26911,82.316,0.093945,0.69304
6.77099,10.77458,29.12148,21.22091,0.049653,0.16587
6.76585,7.26662,28.21739,21.24884,0.068227,1.05
6.74746,10.70458,26.69687,21.79761,0.094102,0.70442
6.74432,7.4865,29.69407,21.97214,0.024653,0.91965
6.74635,7.42267,30.60328,21.51506,0.24129,0.51561
6.74363,7.20696,27.3417,21.0266,0.24129,0.08478
6.72282,7.20889,27.05618,82.113,0.095983,0.46112
8.17171,7.49728,27.1226,21.42381,0.154488,0.44799
7.29324,10.50006,27.1946,82.078,0.24129,1.05
8.12025,10.41346,27.2631,19.87425,0.24129,0.3738
6.71745,7.36722,27.29876,81.621,0.095527,0.44451
7.9877,7.48145,27.38334,81.566,0.24129,1.05
7.94143,7.4869,27.43367,21.29393,0.018454,0.41498
8.06576,10.22053,27.49729,20.05414,0.133433,0.37867
8.0017,7.47283,27.49799,21.61849,0.108084,0.67914
7.98026,10.2032,27.55251,81.519,0.095339,0.42956
7.73412,7.34032,27.61822,19.40424,0.166396,1.05
6.74865,10.1201,27.60145,20.91046,0.092544,0.18157
6.74639,7.21129,27.60145,21.76615,0.063194,1.05
7.73912,10.1498,27.62382,21.86327,0.082685,0.49314
7.73405,7.36231,27.62382,78.223,0.155717,0.43767
8.25258,7.22203,27.61263,20.00904,0.099127,0.59075
6.75607,7.31616,27.61263,19.97711,0.133936,0.27474
6.76572,10.1437,27.60704,20.434,0.206564,0.4368
7.42347,10.15998,27.57908,20.53978,0.129857,1.05
6.77259,7.37187,27.53294,21.97568,0.068238,1.05
6.77482,7.45431,27.52455,21.0478,0.094086,0.43573
8.06325,10.16018,27.51336,19.68541,0.14559,0.44132
7.36488,7.2799,27.49519,76.02,0.095021,0.44755
7.33627,7.33878,27.50567,75.732,0.24129,0.44826
6.79914,7.20432,27.4169,75.333,0.123856,0.90543
7.564,7.29825,27.40291,19.64838,0.24129,0.43807
8.14979,7.31473,27.39173,21.29189,0.126309,0.70657
6.77125,10.23699,27.30784,19.53205,0.187568,0.2172
7.7671,7.21993,27.29037,21.52181,0.197347,1.05
8.19742,10.25617,27.19879,71.934,0.097855,1.05
7.64469,7.41613,27.19739,21.55938,0.24129,0.43467
6.74374,7.48631,27.14427,21.57982,0.048098,0.11292
8.16427,7.34134,27.07855,20.62024,0.095669,0.06406
7.57972,7.369,27.02263,20.68584,0.107685,1.05
7.75503,7.38647,26.97929,19.96033,0.065952,0.55995
7.54482,10.19873,26.8968,19.42152,0.0946,1.05
7.64696,10.21814,30.23045,19.27375,0.14262,0.32626
7.53065,7.38553,28.82177,19.05514,0.144704,1.05
7.33871,7.3614,30.79534,68.643,0.212693,1.05
8.14116,7.44936,29.99404,21.2732,0.190001,1.05
7.38726,10.25752,27.80882,68.902,0.24129,0.43419
8.11545,7.48728,26.56685,20.31583,0.095364,0.49262
8.13187,7.23647,26.54448,20.16174,0.08279,0.21262
6.72026,7.29271,29.15169,21.68255,0.090965,0.41387
8.22184,10.29457,31.53286,20.99958,0.24129,0.44835
6.71907,10.37264,27.22297,19.89867,0.089074,1.05
8.08211,7.34551,26.3788,21.74333,0.094325,0.33637
6.69646,7.36762,31.14882,65.555,0.24129,0.2325
6.70862,7.33397,30.65979,19.50737,0.034404,0.44721
8.29847,7.42478,29.74191,21.80745,0.093987,0.65989
6.70162,7.26795,31.94208,63.923,0.24129,1.05
7.65476,7.32542,26.25228,19.71055,0.094851,1.05
7.58626,7.23132,26.26066,19.4205,0.124491,0.90425
7.35939,10.38499,26.17622,19.58608,0.175274,0.43225
6.69545,7.33633,29.66338,20.23803,0.102364,0.79523
7.45509,7.36637,29.10059,62.442,0.094777,0.88868
8.04863,7.26427,27.2595,20.52217,0.094618,0.20709
7.35976,7.40843,26.09988,21.83339,0.101284,0.14125
7.75278,7.39519,28.33626,20.34164,0.095901,0.67603
7.21232,10.46577,31.89775,19.37385,0.072495,0.92062
7.84751,10.36655,27.60124,21.6656,0.24129,1.05
7.90919,7.34868,27.41104,21.8349,0.24129,1.05
8.2536,10.40464,28.13176,19.24821,0.083129,0.93371
6.68743,7.21301,28.42281,19.59235,0.125463,0.59372
6.68937,7.45856,28.9323,21.80725,0.094899,0.43968
7.81437,7.38623,28.50958,20.23399,0.141937,0.21058
7.32477,10.44683,27.67895,21.50329,0.24129,0.65792
8.23315,7.20252,25.81257,21.21887,0.202645,0.48089
7.25396,7.32782,25.74826,21.98686,0.09448,0.10132
7.31048,10.47291,27.1376,21.11797,0.055251,0.75997
7.76017,7.26589,29.36446,20.84647,0.24129,0.1549
6.68852,7.41558,31.78111,19.32174,0.24129,0.43356
6.6916,7.28625,25.65529,55.197,0.083579,0.23421
7.69731,7.3131,25.61824,20.44856,0.097105,0.49617
7.58389,7.41761,27.52202,63.758,0.185674,0.43178
6.72253,7.21731,28.85026,75.735,0.162283,0.85907
6.72178,7.29636,29.56451,19.74618,0.24129,0.09398
7.67558,7.31231,28.85581,80.054,0.216887,0.44854
7.39493,7.26276,29.83288,19.95187,0.17051,0.84407
7.39052,7.22229,31.52946,21.1654,0.094401,0.84684
7.68323,7.31097,31.55067,20.38806,0.189645,1.05
6.6955,10.70181,31.83122,21.54545,0.199996,0.60363
8.18805,7.23085,25.40782,70.603,0.031252,0.77535
7.87336,7.30896,28.78335,21.11698,0.24129,0.44465
8.21999,10.70479,31.74423,19.30872,0.045515,0.4387
7.73852,10.57839,29.44197,21.88887,0.016339,0.01289
8.23479,7.2856,31.04442,19.37569,0.023297,0.44055
6.66874,7.23194,27.05214,19.58339,0.24129,0.94375
7.28804,7.337,28.29216,45.835,0.094644,1.05
7.62215,7.29364,27.46515,19.10064,0.150792,0.34548
7.53745,10.61337,25.4987,20.42223,0.216037,0.46712
7.91335,10.60163,31.27603,21.2876,0.052803,0.33389
6.66324,7.21516,31.71194,45.741,0.178457,0.44789
7.61177,7.38066,25.57489,45.742,0.162849,0.42986
7.99941,7.4418,27.55968,21.27265,0.095239,0.79127
7.38866,7.49367,31.66365,20.4756,0.207543,0.43924
7.78533,7.41539,30.96047,20.46431,0.095473,1.05
7.65429,7.35256,28.88457,45.888,0.18552,1.05
6.63668,7.3868,27.57869,20.56819,0.144837,1.05
6.63999,10.47578,28.65204,45.737,0.094833,0.82511
8.04157,7.35402,30.74925,20.23243,0.00949,1.05
8.25468,7.4223,31.11889,21.97296,0.001295,0.88422
7.42107,10.41952,26.19705,20.56058,0.24129,0.31088
6.6166,10.41284,31.74536,20.3683,0.045008,1.05
8.20069,10.38967,28.04876,20.68345,0.0946,0.29418
7.6145,10.39349,30.71174,21.60489,0.24129,0.07824
8.06231,7.37255,26.4564,45.633,0.11246,0.3671
7.81596,7.39923,28.89751,20.33306,0.119752,0.43817
7.42198,7.32431,28.03547,20.47422,0.24129,0.10458
7.86014,7.43558,26.56685,20.61305,0.200613,0.44636
7.816,7.48594,27.88883,45.756,0.07933,0.50358
8.09255,7.49938,30.59539,19.63613,0.094261,0.57614
6.64076,7.2652,28.9256,45.544,0.093999,0.25418
6.6473,10.33625,29.04739,19.34331,0.095169,0.43397
7.97205,7.4511,29.65369,21.52548,0.156128,1.05
7.41941,7.40252,28.21116,20.9921,0.24129,1.05
7.33426,7.40456,29.21728,45.421,0.24129,0.44835
7.31496,7.39854,28.11632,45.445,0.24129,1.05
8.2485,7.23796,27.66186,45.438,0.215275,0.1769
7.94189,7.29594,26.66052,45.396,0.216032,0.30632
6.64327,7.41565,28.2217,21.70452,0.195291,0.83869
7.51001,7.22391,28.16323,20.53156,0.09415,1.05
6.64129,7.28477,28.9129,45.436,0.167264,1.05
8.06894,7.36126,30.93375,21.12604,0.032472,1.05
7.52082,7.30773,26.57524,45.206,0.021225,0.33646
8.20812,11.12805,31.02377,20.94863,0.00575,0.12587
8.17248,7.25351,26.23899,19.65482,0.094005,0.43609
8.09548,10.86991,28.06543,20.91789,0.24129,0.43466
6.61468,7.37457,29.79592,45.044,0.182316,0.04216
6.612,7.49294,26.24948,20.64119,0.24129,0.60338
6.61427,7.48719,31.317,21.64423,0.24129,0.52742
6.6206,7.47323,31.47907,20.89742,0.09494,0.43521
8.06823,7.41168,29.39535,19.8015,0.24129,0.86941
6.63759,7.24027,30.66318,21.31864,0.050227,0.59822
8.26441,7.46724,26.26066,19.25311,0.24129,0.43791
7.23673,7.40364,28.17327,21.42828,0.24129,1.05
7.87743,7.43907,29.91092,19.22798,0.093936,0.44868
6.64015,7.46914,30.20099,19.39135,0.24129,0.73998
7.82782,7.31783,29.57342,21.03304,0.002656,0.44264
6.63744,7.44438,29.96769,44.445,0.24129,0.44334
7.60905,7.44614,31.78661,44.384,0.094835,1.05
6.63907,7.32352,30.99297,21.90322,0.217416,0.30833
7.88823,7.41492,28.16276,19.6621,0.094904,0.44255
6.61211,7.39372,27.74852,44.126,0.09526,0.61425
7.52283,10.79306,31.536,44.123,0.013803,0.53963
7.87813,7.22441,26.14183,44.114,0.125727,0.82525
7.9225,7.47448,31.2534,44.033,0.24129,0.43324
7.85932,7.3299,31.62819,21.48829,0.048549,0.44585
7.58154,7.37401,30.75886,43.98,0.09433,0.77052
7.89519,7.25913,28.33084,20.03431,0.095273,0.44589
7.332,7.23232,29.74808,43.785,0.116334,0.04558
6.61096,7.39841,27.06515,19.71039,0.094114,0.18671
7.62859,10.65492,31.85371,20.89125,0.095271,0.59248
7.55637,7.48853,28.96397,20.51054,0.148867,1.05
8.26553,7.35815,27.34253,20.15184,0.107224,1.05
7.5033,10.59492,29.01989,21.40046,0.005041,1.05
8.14096,7.49815,30.18993,19.14746,0.24129,0.50766
7.72116,10.61635,29.97145,43.482,0.095602,1.05
8.28561,7.49015,26.4529,43.463,0.157504,0.58771
6.61258,7.43406,27.9452,43.452,0.012445,0.43153
7.65485,7.31645,27.82412,20.0256,0.19258,0.92398
7.60195,7.25014,29.50758,43.465,0.210186,0.37192
6.62376,7.25618,28.06697,20.50174,0.095664,0.4612
6.63028,7.27761,29.47241,21.42811,0.204815,0.48926
8.22104,7.25087,27.38192,19.027,0.24129,0.79832
7.30875,7.4581,30.17545,21.24171,0.002133,0.11438
7.71099,10.63172,27.22389,43.13,0.24129,0.43635
6.58925,10.7794,26.66891,42.979,0.24129,1.05
8.01811,7.34369,26.65633,20.84872,0.094357,1.05
7.50033,10.85073,30.96261,20.968,0.082869,0.44811
7.87098,7.39254,30.0985,21.16831,0.094714,0.08563
8.06908,10.78034,28.34666,20.02065,0.095228,0.30999
8.08931,7.29426,28.91263,21.33866,0.08474,0.43038
6.53748,7.2304,26.87094,19.60624,0.009678,0.69634
7.36587,10.49357,29.81644,20.50087,0.110801,0.43435
7.44754,7.30178,28.0222,20.89053,0.11393,0.12012
6.52809,7.27163,27.86876,42.653,0.09588,0.1209
7.93473,7.31177,27.05045,42.655,0.052346,0.44618
6.48291,7.39461,27.14217,20.85624,0.24129,0.49088
7.78908,10.13153,27.1918,42.497,0.095491,0.56216
